"","Participant_ID","session_id","age","major","gender","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","Intrinsic","Mood","NFC","SelfEsteem"
"281","37",7469562,18,"exploratory","1",7,7,5.5,4,4,3.133333333,6.5,3.166666667,7
"282","38",7469564,18,"Speech Pathology","1",5.5,6,6.5,4.5,4.5,3,5.5,3.833333333,3
"283","39",7469906,19,"Integrated Marketing Communications","1",6,6.5,7,4.5,2,2.733333333,5,2.333333333,2
"284","41",7472065,20,"Psychology","1",7,7,4.5,7,1.5,3.4,6,3.333333333,6
"285","42",7472060,19,"Biology","2",5.5,5.5,4,6,2,2.6,3.5,NA,5
"286","43",7474809,18,"Occupational Therapy","1",6,7,5.5,5,4.5,3.6,6,4,6
"287","45",7481172,18,"Occupational Therapy","1",5,7,5,6.5,4.5,3,5.5,4.333333333,6
"288","47",7483491,20,"Biochemistry","1",5.5,6,3.5,3.5,4,3,6,3.666666667,6
"289","49",7483878,18,"Physical Therapy","1",5.5,6.5,7,4.5,2,2.533333333,4,3.5,6
"290","50",7483843,18,"physical therapy","1",3.5,5,5,4.5,3,2.666666667,5,3.5,6
"291","51",7487071,20,"Physical Therapy","1",4.5,6.5,3.5,4.5,5.5,2.666666667,5.5,1.833333333,3
"292","52",7487057,18,"Exploratory","1",5.5,6,6,5.5,4,2.866666667,5,3,5
"293","53",7498837,19,"TV-R","1",7,5,5,4.5,4,3.666666667,6,4,6
"294","54",7498835,18,"Occupational Therapy","1",4.5,6,4.5,5.5,4,2.6,4,2,3
"295","56",7501564,21,"Psychology","2",6,6,4.5,5,4.5,2.733333333,5.5,3.5,5
"296","58",7502033,21,"Neuroscience","1",5.5,6,2.5,3.5,6.5,2.866666667,5,3.5,3
"297","59",7504293,19,"Psychology","1",5.5,7,5.5,4.5,2.5,2.8,6,3.666666667,6
"298","61",7507052,19,"Exploratory","1",5.5,6.5,5,5.5,4,2.866666667,4.5,3.833333333,5
"299","63",7507530,22,"Psychology","1",3,1.5,4,4.5,6.5,2.266666667,4.5,2.666666667,1
"300","65",7519078,20,"Occupational Therapy","2",4,4,2.5,3,2.5,2.8,6,3.666666667,5
"301","68",7521947,19,"Psychology","1",6.5,5.5,6,5,4,2.2,4.5,2.666666667,7
"302","7",7425502,20,"Psychology","1",5,2.5,3,4,6.5,2.4,3,2.5,2
"303","70",7522709,21,"psychology","1",5.5,5,3.5,5.5,3.5,3.266666667,5.5,3.5,5
"304","71",7527141,19,"Psychology","1",5,7,6,6.5,5,2.866666667,3.5,3,7
"305","74",7529956,20,"psychology","1",7,5.5,6,5.5,2.5,3,6,3.666666667,5
"306","77",7536191,19,"Exploratory","2",6,4.5,4.5,6.5,1.5,2.933333333,6,2.666666667,6
"307","78",7536194,21,"business administration, but switching to accouting","2",5,3.5,4.5,4.5,5,2.8,6,3.833333333,6
"308","8",7425499,19,"Economics","2",4.5,7,4,5,4,2.6,6,3.5,5
"309","81",7538852,21,"Applied Psychology","2",5,5.5,6,3.5,2.5,2.8,6,4.333333333,7
"310","83",7541020,18,"Cinema and Photography","1",5.5,6.5,3,6,2,3.2,5.5,3,6
"311","84",7540997,21,"Acting","2",5.5,4.5,3.5,3.5,6.5,2.666666667,5,2.333333333,1
"312","85",7543206,18,"Chemistry","2",3,4,2.5,4,3,2.333333333,4,3.166666667,6
"313","86",7543201,20,"Television and Radio","2",5.5,6,5,4.5,4,3.066666667,6,3.166666667,6
"314","87",7543597,19,"Psychology","1",6,5,4.5,4.5,3.5,3.266666667,6,4,6
"315","88",7543600,18,"Physical Therapy","1",4,5,4.5,7,4,2.866666667,6,2.666666667,6
"316","90",7549676,20,"physical therapy","2",6.5,6,6.5,4,1.5,2.933333333,6.5,3,6
"317","91",7552084,20,"Applied Psychology","1",5.5,6.5,5,6,3.5,3,7,3.5,5
"318","92",7551762,19,"psychology","1",7,6,6,7,5,2.866666667,4,3.166666667,5
"319","97",7556495,18,"Exploratory","1",6,7,4.5,4.5,4.5,3.4,5.5,3.666666667,5
"320","98",7556496,21,"History","1",6,6.5,4,6,3,2.866666667,6,2.166666667,6
"321","99",7556892,18,"Pre-professional program","1",4,5.5,5,4.5,4.5,2.2,2,2.5,5
"322",NA,7530364,20,"pSYCHOlogy","2",6,3.5,4.5,4.5,1.5,3.533333333,6,4.166666667,5
"323",NA,7530366,20,"Environmental Studies Major, Nutrition Promotion Minor","1",7,7,6,7,2.5,2.933333333,6,3.333333333,7
"324",NA,7483489,18,"exploratory","1",6.5,4.5,4.5,6,6,2.666666667,3.5,2.833333333,2
"325",NA,7554095,18,"Exploratory","1",6,6.5,5,5,2.5,2.866666667,5.5,3.333333333,6
"326",NA,7554101,20,"Math Education","1",4.5,5.5,4,7,4,2.533333333,6,3.666666667,4
"327",NA,7504276,18,"FILM, PHOTOGRAPHY, VISUAL ARTS","1",6,7,5,4,3.5,3.066666667,4,3.166666667,4
"328",NA,7444521,18,"Occupational Therapy","1",6,6,3.5,6.5,4,3.4,5,4,6
"329",NA,7538407,19,"Applied Psychology","1",7,7,6.5,4.5,1.5,3.066666667,3.5,4,5
"330","100",7611760,19,"Zoology","2",5.5,3.5,4.5,5,4,2.666666667,6,2.666666667,5
"331","101",7611765,19,"Art Education","1",3.5,5,4.5,3.5,3,2.6,3.5,2.333333333,5
"332","102",7611924,20,"Marketing","1",5.5,6.5,2.5,7,6,2.4,6,2.5,6
"333","103",7611920,22,"Iternational Studies","3",4,6.5,5.5,6,2.5,3.733333333,7,5,7
"334","104",7611923,19,"computer science","2",4.5,5,4,4,3.5,2.933333333,6,3.333333333,4
"335","105",7611922,20,"Psych","2",5.5,6,3,3.5,3,2.533333333,4.5,NA,4
"336","11",7415130,20,"Bio/Pre Med","2",5,5.5,2.5,2.5,5,2.2,4,3,3
"337","12",7415126,18,"Kinesiology","1",6,6,4,3.5,4,2.533333333,4,3.5,3
"338","13",7415133,19,"History","2",3,5,4,5.5,4.5,2.133333333,3,3.333333333,2
"339","14",7420116,20,"Zoology","1",6,6.5,3.5,6,2.5,3.066666667,6,3.833333333,6
"340","15",7420134,18,"Kinesiology","1",5,6.5,5.5,5,4.5,2.533333333,6,2.5,6
"341","16",7420092,19,"Biochemistry","2",4.5,6,2.5,4.5,4,2.666666667,6,3.666666667,6
"342","17",7420118,19,"economics","2",5.5,5.5,3,4.5,3.5,2.533333333,6,2.833333333,3
"343","19",7422630,19,"Kinesiology","1",6.5,6,5,6.5,4,2.666666667,6,2.833333333,3
"344","20",7422624,18,"psychology","1",5,7,5,7,1.5,2.4,7,3.333333333,7
"345","21",7422627,18,"biochemistry","2",3,6,2.5,4,1.5,2.533333333,5,3,2
"346","23",7434715,18,"Business Economics","1",4,6,4,6.5,3.5,2.466666667,4.5,2.833333333,5
"347","24",7434707,18,"Nutrition","1",5.5,6.5,4.5,6.5,4.5,2.666666667,3.5,3.166666667,5
"348","25",7434710,18,"Undecided","2",1.5,6,5.5,3,3,2.533333333,6,3.333333333,6
"349","26",7434711,18,"Mathematics","1",4,6,5.5,5,3,2.466666667,6,3.333333333,5
"350","27",7440468,18,"Undecided","1",5.5,6.5,5.5,4.5,3.5,2.733333333,5.5,2.833333333,5
"351","28",7440466,18,"psychology","1",7,5.5,7,6,3,3.133333333,6.5,3.5,6
"352","29",7440469,21,"Supply Chain Management","1",4,5,4.5,4,3,2.333333333,5,2.166666667,3
"353","30",7440459,18,"psychology with a minor in neuroscience","1",5,7,3.5,5,3.5,3.266666667,6,4,3
"354","31",7443367,19,"Interactive Media Studies","2",6.5,6.5,4,4.5,4,NA,6,NA,5
"355","32",7443365,19,"Undecided","2",4,5.5,3,4.5,2.5,2.466666667,5,2.833333333,2
"356","33",7453963,19,"Biology and Premedical Studies","1",7,5.5,7,6,2,3.733333333,7,3.166666667,7
"357","34",7457169,19,"Sports Leadership and Management","1",6,6,6.5,5.5,3,3,7,3,6
"358","35",7457168,19,"business","2",4,2.5,3.5,3,6,2.466666667,2,3.166666667,6
"359","36",7457167,18,"Psychology","1",7,7,7,4,4,3.533333333,6,3.5,7
"360","37",7471970,19,"Business management","1",5.5,7,6,4.5,3.5,3.266666667,5.5,3.666666667,5
"361","38",7471974,18,"Psychology","1",6,5,7,6.5,2,2.533333333,7,2.5,6
"362","39",7471971,19,"Special Education","1",5.5,5.5,4,6,4.5,3,6.5,2.833333333,7
"363","40",7472158,18,"Kinesiology","2",5,5.5,6,4.5,3,3,7,3.833333333,6
"364","41",7472168,20,"Biology","2",5,5.5,6.5,4,3.5,2.933333333,6,3.666666667,6
"365","42",7472156,19,"Psychology","1",6,3.5,6.5,5.5,2,3.066666667,4,3.5,4
"366","43",7489722,20,"Business ISA","2",4.5,4.5,4.5,3.5,4,3.066666667,5.5,3.166666667,6
"367","44",7489720,18,"University Studies","2",5.5,5.5,6,5.5,4,3.2,5.5,3.166666667,7
"368","45",7489719,18,"Business Undecided","2",5.5,6.5,6,5,2,2.866666667,5,3.5,6
"369","46",7490108,18,"Sports medicine","1",2,5,2.5,5,4,3,6,2.666666667,5
"370","47",7490107,18,"undecided","1",6,5.5,5.5,4.5,3,2.4,5.5,2.5,5
"371","48",7490105,18,"Computer Science","1",5.5,6,5,5.5,2,3.066666667,4,3.833333333,6
"372","49",7492766,18,"University Studies","1",5,6.5,2,6.5,4.5,3,2.5,3.833333333,5
"373","50",7492764,18,NA,"1",6,4.5,3,4.5,1.5,2.866666667,7,3.666666667,6
"374","51",7506850,20,"bioengineering","2",3.5,3,3.5,3.5,2,2.733333333,4.5,2.833333333,4
"375","52",7506847,19,"Kinesiology","2",4,4.5,4.5,4.5,3,2.466666667,4,3,6
"376","53",7506846,19,"psychology","2",4,4,4,4,4,1.4,6,3,4
"377","55",7521718,19,"Political Science","2",4.5,4,2,4.5,5,2.133333333,5,2.666666667,1
"378","57",7521712,18,"undecided","2",5,5,5.5,4,4,2.666666667,4,3,5
"379","61",7527149,18,"psych","2",4,4,4,4,4,2.133333333,4.5,2.666666667,3
"380","62",7527144,19,"Biochemistry","1",7,3.5,4.5,6.5,1,3.466666667,7,4,6
"381","63",7527145,18,"Psychology","1",5,3.5,6.5,4.5,4,1.8,5,2.166666667,6
"382","64",7527148,18,"Psychology","1",4,5,1.5,5,5.5,2.2,4,2.666666667,1
"383","65",7529887,19,"Undeclared","1",6,5.5,3,4,6,2.6,3,2.833333333,5
"384","66",7529890,19,"undecided","1",4,3,7,6.5,2.5,2.8,6,2.666666667,6
"385","67",7529889,18,"undecided","1",5,5,4,5,3.5,3.533333333,6,3.5,5
"386","68",7539290,18,"psychology","1",5.5,4.5,4,5.5,2.5,2.8,6,3,6
"387","69",7539287,19,"biology","2",4.5,6,6.5,4,1,2.8,6,3.5,6
"388","7",7406842,19,"Psychology","2",7,6,4,7,4,3.266666667,6.5,3.333333333,6
"389","70",7539289,19,"Biology","2",4.5,6,6,5,2.5,2.4,6,2,6
"390","71",7541664,19,"Economics","1",4,7,5,4,2.5,2.4,4,3.166666667,4
"391","72",7541668,19,"University Studies","2",3,4.5,6,3.5,4,3.4,6.5,3.666666667,6
"392","73",7541667,19,"Biochemistry","2",4,4,6,6.5,1.5,2.533333333,6,3.5,7
"393","74",7551534,19,"UNDECIDED","2",5.5,3.5,3.5,5,2.5,3,4.5,3,2
"394","75",7551528,19,"Finance, Political science","2",6,7,7,3,2.5,3.066666667,6,4.333333333,5
"395","76",7554005,19,"Communications","1",4.5,4,5.5,5,4,NA,6,NA,6
"396","77",7554655,20,"Criminal Justice","2",3.5,5.5,6,3,2.5,3.333333333,5.5,3,6
"397","78",7554663,18,"Psychology","2",5.5,3,3.5,4.5,3.5,2.8,6,3.833333333,5
"398","79",7556289,18,"undecided","1",4.5,4.5,6,6,3,2.266666667,5,2.5,3
"399","8",7406839,21,"Strategic Communication","1",4.5,4,3.5,5,3.5,2.133333333,5,3,5
"400","80",7566783,18,"Kinesiology","1",3,5.5,2.5,4,3.5,2.066666667,5,2.333333333,6
"401","82",7571108,18,"Biology","2",4.5,6,3.5,4.5,2,2.466666667,5.5,2.333333333,5
"402","83",7571105,19,"marketing","1",3,4.5,4.5,5,4,2.066666667,4,2.5,5
"403","84",7571104,19,"Biology","2",5.5,4.5,6,5.5,2.5,2.333333333,6,2.5,6
"404","85",7572457,19,"Biology","2",5,3.5,2.5,5,4,2.8,5,3.666666667,5
"405","86",7572493,19,"universal studies","2",4.5,6,6.5,4.5,2.5,2.6,6.5,2.666666667,6
"406","87",7580466,18,"Finance","1",6,6,6.5,2.5,2.5,3.666666667,5,3,7
"407","88",7580467,18,"Undecided","1",3.5,3,4.5,5.5,3,2.8,6,3.166666667,3
"408","89",7580465,18,"kinesiology","1",6,6,4,6,1.5,2.066666667,6,2.833333333,6
"409","90",7602592,18,"psychology","1",5,5.5,5,4.5,2,2.2,6,2.5,6
"410","91",7602593,19,"kiniesology","1",6.5,6.5,4,5.5,2.5,3.2,6,3.333333333,5
"411","92",7602589,19,"Art and Pre med","1",5.5,6,4.5,6.5,4.5,2.8,5,3.333333333,2
"412","93",7602800,21,"microbiology/ pre-medicine","1",4.5,6,5,4,4.5,2.266666667,4,3.666666667,5
"413","94",7602799,19,"strategic communications","1",4.5,5,6,2.5,5,2.8,4,2.833333333,6
"414","95",7602802,21,"PSychology","2",6.5,4,6,4.5,2,3.133333333,3,3.333333333,6
"415","96",7602813,19,"Marketing","2",7,6,6.5,5,2,3.266666667,7,3.5,5
"416","97",7607934,18,"Nursing","1",4,4,3.5,5.5,4,3.066666667,3,3,5
"417","98",7607935,20,"Chemistry","2",5,6,2.5,4.5,3,2.666666667,5,3.5,5
"418",NA,7406836,18,"Kinesiology","1",4,7,4,5.5,3,2.733333333,4,2.666666667,6
"419",NA,7509394,18,"Psychology","1",4,5.5,3,4.5,4.5,2.866666667,6,3.5,5
"420",NA,7422628,18,"kinesiology","1",5,6.5,5.5,4.5,3.5,3.533333333,5.5,3.166666667,5
"421",NA,7607936,20,NA,"1",5,6,3.5,3,4.5,2.533333333,4,2.666666667,6
"422",NA,7521716,18,"Business Economics","2",4.5,6.5,3,6,4.5,2.666666667,5,2.666666667,5
"423",NA,7566764,20,"Finance and Math","2",5,5,3.5,5.5,2,2.933333333,6,3.5,6
"424",NA,7406840,18,"Psychology","2",6,5,4,4.5,5.5,2.933333333,5.5,3.666666667,5
"425",NA,7521713,18,"Psychology","1",5,4,4.5,4.5,2.5,2.266666667,6,2.833333333,5
"426","101",7424103,21,"Human Biology","1",3.5,4,2,3,5.5,3,3.5,3.5,3
"427","102",7425130,18,"Psychology","2",6,7,5.5,2.5,4,2.533333333,6,3.333333333,5
"428","105",7425169,19,"Biomedical Laboratory Diagnostics","2",6,6,2.5,4,2,3,6,3,3
"429","106",7425297,20,"Kinesiology","1",5,5.5,4.5,5,2.5,2.733333333,6,3.5,5
"430","109",7425495,19,"Chemistry","2",4,6.5,3.5,3.5,6,2.2,4,3.166666667,5
"431","111",7425568,20,"Supply Chain Management","1",6,5,3.5,5,4,2.533333333,5.5,2.666666667,4
"432","112",7425709,20,"Psychology","2",5,5.5,2.5,5,3,NA,5,NA,5
"433","115",7425838,18,"Art Ed and English","1",6.5,4,5.5,5,4.5,3.133333333,4.5,2.833333333,4
"434","116",7426064,19,"marketing","1",5,6,4.5,5,4,2.266666667,5,3.166666667,5
"435","119",7426251,20,"psychology","1",5,6,3.5,7,2.5,2.733333333,5,3.333333333,5
"436","12",7412819,19,"Psychology","1",6,6,5.5,4,5,2.8,4,3.333333333,3
"437","121",7426368,20,"Political Science","2",6,6,7,4,1.5,2.866666667,6.5,3.666666667,7
"438","124",7427703,18,"Arts and Humanities","1",6,5.5,3,6,2,1.866666667,6,3.166666667,6
"439","126",7427773,21,"psychology","1",5,6,5.5,4,5,2.333333333,6,2.666666667,6
"440","128",7427965,18,"Psychology","1",3.5,4,5.5,7,2.5,2.4,5.5,2,3
"441","130",7428043,19,"Psychology","2",5.5,5.5,1,4,2,2.666666667,4.5,3.166666667,3
"442","131",7428289,19,"Marketing","2",2.5,7,5.5,5.5,6,2.466666667,7,2.5,6
"443","133",7428448,19,NA,"1",5,6.5,7,4.5,3,3.133333333,6,3.166666667,7
"444","136",7428624,18,"advertising","1",6,7,7,6,3.5,2.333333333,5.5,2.333333333,6
"445","138",7429128,18,"Accounting","2",4,5,6,4,1,2.666666667,6,3.333333333,7
"446","141",7429290,18,"Pre-Medical","1",6.5,7,1.5,6.5,1.5,2.466666667,7,3.666666667,7
"447","143",7429397,18,"Athletic Training","1",5.5,6.5,5,6,2,2.333333333,6,1.5,5
"448","149",7430918,18,"Pre-med","1",5,6.5,3.5,6.5,2,2.2,3.5,2.333333333,3
"449","15",7412991,18,"pre med","1",4.5,6,4.5,4,5,2.6,5.5,2.833333333,5
"450","151",7431017,19,"Advertising","1",5.5,5.5,6,4,1.5,2.133333333,5.5,3.333333333,5
"451","152",7431165,19,"Special education","1",5,6,6,6,2.5,2.333333333,5.5,3.166666667,3
"452","156",7518110,21,"Public Policy","2",5,5,7,5.5,4.5,2.6,5.5,3.166666667,5
"453","158",7518228,20,"Computer Science","2",6,7,2.5,5.5,2,3.266666667,5.5,4.166666667,4
"454","160",7518507,18,"Human Biology","2",5.5,5.5,4,4.5,4,2.733333333,2,3.333333333,5
"455","161",7518828,21,"Pyschology","1",4.5,3,4,4.5,7,2.266666667,3.5,2.833333333,2
"456","164",7519066,21,"Psychology","2",6,5.5,4.5,3.5,4,2.733333333,4,3,6
"457","166",7519233,19,"Kinesiology","1",6,5,6,4,5,2.533333333,5.5,3.333333333,4
"458","173",7521663,20,"uud","2",5.5,5,5.5,5,NA,2.533333333,4,3,2
"459","174",7521901,19,"Human Resource Management","1",3,6,2,4,7,2.733333333,4,3,6
"460","177",7522108,18,"Psychology","1",7,7,7,4.5,5,3.2,6,3.666666667,5
"461","179",7522263,19,"Psychology","1",5.5,5.5,5,5.5,4.5,2.666666667,4.5,2.833333333,5
"462","18",7413123,18,"Mechanical Engineering","2",4.5,7,6,3,4,2.533333333,3,4,6
"463","181",7522781,20,"Arts and Humanities","1",6.5,5.5,3.5,6.5,1.5,2.933333333,6,2.5,6
"464","185",7524211,24,"biomedical laboratory science","1",5,5,4,4,5,2.266666667,5,2.5,3
"465","187",7526741,18,"Undecided","1",5.5,6,6.5,5.5,1,2.933333333,5.5,3.333333333,4
"466","192",7527321,18,"Human Biology","1",5,7,4.5,3.5,2.5,3.133333333,6,3.666666667,6
"467","193",7527582,20,"psychology","1",4.5,5.5,3.5,4.5,4.5,2.733333333,5.5,3.166666667,5
"468","195",7527741,18,"Marketing","1",4.5,6,7,5,3,2.466666667,5,3.5,6
"469","203",7529497,21,"Human Development and Family Studies","1",5.5,6,6,3,5,2.4,6,3,6
"470","206",7529541,18,"vet tech","1",4,5.5,2.5,5.5,7,2.466666667,4,2.666666667,3
"471","208",7529748,22,"Genomics and Molecular Genetics","1",6,6,6,7,1.5,3.466666667,7,3,6
"472","210",7530398,20,"Psychology","1",6,5,6,5.5,4,3.133333333,6,3.166666667,6
"473","211",7530510,18,"Pre- Dental (undeclared major)","1",5,6,4.5,4,3,2.6,7,2.666666667,6
"474","214",7530735,18,"Special Education","1",3.5,7,4,7,3.5,3,6,2.5,6
"475","216",7530877,19,"Human Biology","1",5,7,6.5,4,4,3.333333333,4,3.5,5
"476","22",7413324,20,"psychology","2",6.5,7,4,3.5,1,3.266666667,4,3.833333333,6
"477","222",7532104,22,"psychology","1",5.5,3.5,2,4.5,2,2.8,5.5,3.833333333,5
"478","224",7532197,18,"Human Biology and Spanish","1",4.5,5.5,4,5.5,3.5,2.733333333,6,2.5,5
"479","225",7532304,21,"Social Science Education","1",5.5,4.5,2.5,4.5,3,2.733333333,4,3.166666667,5
"480","228",7532391,18,"microbiology","1",7,7,5,5,3.5,3.466666667,4.5,3.666666667,5
"481","229",7532515,20,"Special Education","1",5.5,6,6,6,3.5,3.266666667,4,4,7
"482","235",7536538,21,"psychology","1",4.5,5,3.5,4.5,3.5,2.266666667,5.5,2.666666667,3
"483","236",7536681,18,"Psychology","1",4.5,4.5,7,3.5,2.5,2.866666667,5,3.333333333,5
"484","241",7541282,22,"Kinesiology","1",5,5.5,5.5,5.5,4,2.866666667,5,3.5,6
"485","249",7542915,20,"Economics","2",4,3.5,3,5,1.5,2.333333333,7,3.5,3
"486","251",7543021,21,"ec","1",5,3.5,2.5,4.5,4.5,2.8,4,2.833333333,4
"487","255",7543896,21,"Media and Information","1",6.5,7,4,6,2.5,2.6,4,3.166666667,1
"488","257",7543971,19,NA,"1",6.5,7,1.5,3,5.5,3.2,3,2.333333333,2
"489","262",7544896,18,"Athletic Training","2",5,4,3.5,4,4,2.533333333,5,2.666666667,5
"490","264",7545103,18,"Nursing","1",5,5,5.5,4.5,5,2.266666667,6,2.333333333,5
"491","266",7545239,21,"Psychology","1",6,4,2.5,4.5,4.5,2.466666667,5,2.5,2
"492","27",7413693,21,"Human Biology","2",6,7,2,4.5,3,3.2,4.5,3.166666667,5
"493","272",7549210,18,"Professional Writing","1",5.5,6,2.5,6,1,2.933333333,5.5,4,5
"494","275",7549325,20,"Economics","1",4.5,4,4.5,4,5.5,2.8,4,2.333333333,7
"495","276",7549495,18,"Pre Med","1",5.5,6.5,5.5,3.5,3,2.6,3,3.666666667,6
"496","278",7549641,19,"undecided","1",6.5,7,4,4.5,2,3,6,3.333333333,5
"497","281",7550134,18,NA,"1",5,6.5,5.5,6,3.5,2.933333333,6,3.5,5
"498","284",7550327,20,"Advertising","1",5,3,2.5,6,4,2.266666667,4,3,2
"499","287",7550421,18,"Human Bio","1",6.5,7,5.5,4.5,2,3.066666667,6,2.833333333,6
"500","289",7551388,18,"Supply Chain Management","1",5.5,6.5,4,3,1.5,3.2,6.5,4,6
"501","290",7551504,19,"Sociology, minor in Bioethics","1",5,3,4.5,3.5,4,2.666666667,6,3.666666667,1
"502","296",7552143,21,"Psychology","1",6,7,6,3.5,3,3.066666667,6,2.833333333,6
"503","297",7552286,20,"Kinesiology","2",5,5.5,3.5,5,2,2.8,3.5,3.833333333,6
"504","3",7412478,20,"Marketing","1",6,6.5,7,4.5,2,2.533333333,6,3.666666667,6
"505","30",7413791,19,"Advertising","2",6.5,6.5,6,6,1,3.533333333,6,4.166666667,6
"506","301",7552634,19,"FINANCE","1",4.5,3.5,5,3.5,5.5,2.8,4,3.166666667,4
"507","304",7553812,20,"computer science","2",5.5,4.5,4,4.5,3,2.8,4,3.666666667,6
"508","306",7553955,20,"neuroscience","1",6.5,6.5,4.5,7,1.5,3.066666667,7,4,6
"509","312",7554497,21,"Molecular genetics and genomics","1",3,4,1.5,4,5,1.8,3,2.833333333,3
"510","314",7554590,21,"Animal Science","2",6,4,5,5,1,3.466666667,7,3.666666667,6
"511","316",7554723,19,"kinesiology","1",5.5,6,6,4.5,2,2.2,6,3,6
"512","318",7554899,18,"human biology","2",7,6,4.5,5,5,2.533333333,7,3.833333333,5
"513","33",7413922,20,"Lyman Briggs Human Biology","1",4.5,5.5,5.5,3,4.5,2.8,4,2.666666667,6
"514","4",7412525,20,"Advertising","1",6,5,4.5,7,3,2.8,7,3.5,6
"515","40",7414808,20,"Psychology & Studio Art","1",6,5,5.5,6,4,3.133333333,6.5,3.166666667,6
"516","45",7414849,20,"Human Biology","2",6.5,7,3.5,4.5,4.5,3.266666667,4,4,2
"517","48",7415212,19,"Undecided","2",5,6,4.5,4.5,5,3,4.5,3,5
"518","52",7415709,19,"marketing","1",4,5.5,1,5,3,2.733333333,5,2.833333333,5
"519","56",7415827,19,"human biology","1",6.5,6.5,4,5.5,2.5,2.666666667,5.5,3,5
"520","60",7419584,20,"Physiology","2",5.5,5,3,4.5,3,2.466666667,5,2.166666667,4
"521","65",7419777,18,"Kinesiology","1",6,7,3.5,4,5,3.066666667,5.5,2.666666667,4
"522","67",7420054,18,"Athletic Training","1",4,7,4,5.5,3,2.866666667,4,3,6
"523","69",7420187,18,"English","1",6,4,4,6,3.5,3.4,6,4.166666667,6
"524","71",7420262,18,"Accounting","1",5,4,6,5,3.5,2.933333333,6,3.333333333,5
"525","72",7420513,19,"Human Biology","1",3,6.5,4.5,6.5,5,2.733333333,6,3.666666667,5
"526","74",7420637,19,"Supply Chain Management","2",5,6,3.5,2,3.5,2.8,3.5,3.166666667,5
"527","76",7420782,22,"criminal justice specialization design","1",6,6,3,5,4.5,2.8,4,3.333333333,3
"528","78",7420948,19,"Special Education and Learning Disabilities","1",3,6.5,6.5,6,3,2.666666667,6,2.333333333,4
"529","81",7421103,18,"Neuroscience","2",4.5,7,5.5,1.5,1.5,2.866666667,5.5,4.166666667,6
"530","82",7422536,20,"Human Development and Family Studies","1",5,6.5,4,5.5,4,2.533333333,5.5,3,5
"531","84",7422591,18,"Criminal Justice and Psychology",NA,6.5,7,6,6,2,3.2,6.5,3,4
"532","87",7422707,19,"Hospitality Business","1",6,6,2.5,4,4,2.8,4.5,3,5
"533","89",7422990,18,"Kinesiology","1",5.5,5,4,4.5,4,2.733333333,7,3.5,6
"534","9",7412670,19,"psy","1",3.5,4,2.5,4.5,4.5,2.333333333,4,3.166666667,3
"535","92",7423141,19,"Social Work",NA,5,4.5,4.5,4.5,4.5,2.8,5.5,3.5,5
"536","93",7423312,19,"Child development","1",4,4,1.5,6,5.5,2.466666667,3,3,2
"537","97",7423846,19,"Human Biology","1",4,7,3.5,4,3,3.6,5,4,5
"538",NA,7419637,19,"Business","2",5,4.5,5,3,4.5,2.533333333,5.5,3.166666667,6
"539",NA,7528362,18,"nursing","1",5,7,5.5,4,4.5,3.066666667,3.5,2.166666667,5
"540",NA,7428885,22,"Psychology","1",7,7,3,5,5.5,3.2,5,3,7
"541",NA,7424001,18,"undeclared","1",5.5,6,6.5,4.5,3.5,2.666666667,6,2.666666667,7
"542",NA,7414980,20,"Cognitive Neuroscience","2",7,7,2.5,7,2,3.533333333,5.5,4.833333333,5
"543",NA,7545699,18,"human biology, pre-med","1",3,5,2,3,3.5,2.133333333,3,3,4
"544",NA,7541845,19,"Journalism","1",4.5,6.5,7,2.5,3,2.466666667,5,3.166666667,6
"545",NA,7528475,18,"No preference","1",6,7,6,3,4,3.066666667,6,3.333333333,6
"546",NA,7544070,22,"Psychology","1",5,4,2,5.5,4,3.2,4,3.833333333,5
"547",NA,7530912,18,"Marketing","1",4,6,5.5,5.5,1,3.133333333,6,3.5,5
"548",NA,7414010,22,"BUS","2",4,4,4,4,4.5,2.933333333,4,3,4
"549","10",7420515,21,"International Business","1",6,4,6,3.5,2.5,2.933333333,5.5,3.666666667,6
"550","100",7536317,18,"Exercise Science","1",4,5,2.5,5.5,2.5,1.8,5,2.5,3
"551","101",7536316,18,"Pre-med","1",6,6.5,4,6.5,2,3,6,3.666666667,5
"552","102",7536318,23,"Biotechnology","1",3.5,5.5,4,4,4,2.466666667,4,3.166666667,5
"553","103",7536607,19,"Psychology","1",6.5,6,3.5,5,7,3.133333333,3.5,3.333333333,2
"554","104",7536611,18,"Nursing","1",5,5.5,3.5,5.5,3.5,2.933333333,2,3,3
"555","105",7536613,19,"Architecture","2",7,2.5,5,4,5.5,3,5.5,3.5,5
"556","106",7541259,20,"Pre-nursing","1",4,5.5,4.5,6,1,2.6,5,3.166666667,4
"557","107",7541262,18,"PSYCHOLOGY","1",5.5,5,7,5,3,2.333333333,7,3.666666667,6
"558","108",7541263,18,"pre-med","2",4,5.5,4.5,3.5,2,2.133333333,5,3,6
"559","11",7425257,18,"University Studies","1",6.5,6.5,3,4.5,2.5,3.066666667,6.5,3,5
"560","110",7541640,18,"Film","1",5.5,6,2.5,5.5,2.5,2.466666667,6,3,5
"561","111",7542140,18,NA,"1",5.5,7,4,5.5,4.5,3.133333333,5,2.833333333,NA
